id;label;function;year;place_print
5719;François Vasmer & Geertruy van Drielst;Bruidspaar;1721;
5720;Fs van Zoelen;Auteur;;
5721;Thomas Babeling & Anna Louisa de Villers;Bruidspaar;1721;
5722;Gijsbert van der J.D.M. Goot;Auteur;;
5723;C.V.H.G.;Auteur;;
5724;Elias van Valencyn & Leonora Elisabeth Beck;Bruidspaar;1721;
5725;C.N. van Valencyn;Auteur;;
5726;Johannes Thesingh & Anna Thesingh;Bruidspaar;1722;
5727;Isaac Abrahamsz Delcourt & Elizabeth de Wolff;Bruidspaar;1722;
5728;J.D.C.F.;Auteur;;
5729;Job Siewertsz Centen & Maria van Laar;Bruidspaar;1722;
5730;A.B.A.;Auteur;;
5731;C.D.M.;Auteur;;
5732;Jacob Alewyn (Jr) Ghysen & Debora Blaaupot;Bruidspaar;1722;
5733;Jan. van Vliet;Auteur;;
5734;Cornelis Elbersz van Liesveld & Johanna van Dorssen;Bruidspaar;1722;
5735;Cornelis Vestenburgh & Margareta Hinke;Bruidspaar;1723;
5736;Arnoldus Hinke;Auteur;;
5737;Pieter Hinke;Auteur;;
5738;Abraham van Ruster;Auteur;;
5739;Jan Smedingh & Seytje van Horsten;Bruidspaar;1723;
5740;Isaak de Neufville & Petronella de Neufville;Bruidspaar;1723;
5741;Abraham Preyger & Catharina Elisabeth Jacobsen;Bruidspaar;1723;
5742;Abraham Straalman & Elizabeth Rutgers;Bruidspaar;1723;
5743;Gerrit van Ruster & Anna Maria van Wind;Bruidspaar;1723;
5744;Jean de La Haye & Louïse Marissal;Bruidspaar;1724;
5745;D.C.;Auteur;;
5746;Abraham Scherenberg & Johanna Dorothea d' Orville;Bruidspaar;1724;
5747;Cornelis Jacob Ploos van Amstel;Auteur;;
5748;B. Cornelisz Ploos van Amstel;Auteur;;
5749;Jan Abrahamsz de Haan & Catharina de Haan;Bruidspaar;1724;
5750;A.V.G.;Auteur;;
5751;Terwen;Auteur;;
5752;Johan Carstensz & Maria de Wilde;Bruidspaar;1724;
5753;Sergius Bicker Swellengrebel;Auteur;;
5754;Jacob Raye;Auteur;;
5755;J.S. Donker;Auteur;;
5756;Jan van den Bergh & Wyntje Daam;Bruidspaar;1725;
5757;Gerrit van der Veer;Auteur;;
5758;Jan Boonen & Catharina Schutte;Bruidspaar;1725;
5759;Pieter Broes;Auteur;;
5760;N.V.L.;Auteur;;
5761;Gerrit Bruin;Auteur;;
5762;Jan van Bremen & Anna Moubach;Bruidspaar;1725;
5763;Pieter de Nes & Josina Centen;Bruidspaar;1725;
5764;L.C.;Auteur;;
5765;Hendrik (Jr) Graauwhart & Anna Catharina Meysenheym;Bruidspaar;1726;
5766;Hendrik (Jr) Meysenheym;Auteur;;
5767;J.F.L.;Auteur;;
5768;Mathys Romswinckel & Constantia Elout;Bruidspaar;1727;
5769;G.V.L.;Auteur;;
5770;Isaak Muyssart & Clara Hillegonda van Collen;Bruidspaar;1727;
5771;Claas Kruydenier;Auteur;;
5772;Nicolaas Jongsma & Anna Bonnama;Bruidspaar;1728;
5773;Ferdinand van Collen (1708-1789) & Juliana Helena Muyssart;Bruidspaar;1728;
5774;Rutgerus Braamcamp & Jacoba Francisca van Malsen;Bruidspaar;1728;
5775;Gerrit W.K.L.T. Braamcamp;Auteur;;
5776;Pieter van Nieuwersluys & Ursula Terwen;Bruidspaar;1729;
5777;Jan T.S. Terwen;Auteur;;
5778;Gerard Vygh & Margareta Kops;Bruidspaar;1729;
5779;Egbert de Vry Temminck & Margareta Temminck;Bruidspaar;1729;
5780;François Brouwerius & Maria Halma;Bruidspaar;1729;
5781;Volkert van Koopstadt & Katharina Pott;Bruidspaar;1729;
5782;Stephanus Spiering & Maria Kox;Bruidspaar;1729;
5783;W.S.V.W.;Auteur;;
5784;Iperus Ameland & Helena van der Linde;Bruidspaar;1729;
5785;R. van der Linde;Auteur;;
5786;N. van Schooten;Auteur;;
5787;Aernoud Revius & Sibilla Clasina Oosterwyk;Bruidspaar;1730;
5788;L.P.;Auteur;;
5789;Abraham van Ruster & Catharina van den Bergh;Bruidspaar;1730;
5790;Hendrina Hartwyk;Auteur;;
5791;Jurian Hartwyk;Auteur;;
5792;Jacob Kinkeed & Agneta Cobbe;Bruidspaar;1732;
5793;H. Wesselink;Auteur;;
5794;Joannes Kroon & Ermina Geubels;Bruidspaar;1708;
5795;Anthony Deutz & Ida Agata Temminck;Bruidspaar;1713;
5796;Hendrik van Halmael & Catrina van Boorn;Bruidspaar;1720;
5797;Willem Jacobusz Kops & Maria Lintworm;Bruidspaar;1721;
5798;J.V.P.;Auteur;;
5799;Jacob George Roeters & Adriana van Buylaard;Bruidspaar;1721;
5800;Jacob van Liesveld & Wynanda Hagen;Bruidspaar;1722;
5801;Willem Feitama & Margareta de Haan;Bruidspaar;1723;
5802;Marten Schrick & Catharina van Hemert;Bruidspaar;1723;
5803;Jan Hagen & Seytje Dorlant;Bruidspaar;1723;
5804;David Leeuw van Lennep & Hester Barnaart;Bruidspaar;1723;
5805;Jan (Jr) Brandt & Maria Lups;Bruidspaar;1725;
5806;Jacob Brandt;Auteur;;
5807;Jean Lanting;Auteur;;
5808;Willem Butler;Auteur;;
5809;Willem van Dyk & Hendrina Brandt;Bruidspaar;1725;
5810;Juriaan van Dyk;Auteur;;
5811;Regnerus van Dyk;Auteur;;
5812;J.G. Stierlin;Auteur;;
5813;Frederik Verbrugge & Margareta Catharina Duyvensz;Bruidspaar;1726;
5814;Valerius Doitsma;Auteur;;
5815;Thaddaeus Hardeboll';Auteur;;
5816;Andries van Schaeck & Katharina Haak;Bruidspaar;1726;
5817;Pieter Kinkeed & Johanna Françoise Oosterwyk;Bruidspaar;1733;
5818;Jacobus Jacobi Meinertzhagen;Auteur;;
5819;Abraham Buyssant & Catharina des Amorie;Bruidspaar;1720;
5820;Anthony Deutz & Ida Agatha Temminck;Bruidspaar;1713;
5821;Adriaen de Wacker;Auteur;;
5822;Pieter Mayden & Elizabeth Seevenhuysen;Bruidspaar;1720;
5823;Joannes  Oosterwyk;Auteur;;
5824;Mattheus Moshoek Bakker & Anna Bikker;Bruidspaar;1705;
5825;Andries van Schaeck & Katharina Haack;Bruidspaar;1726;
5826;Dirk Meysenheym & Wilmina Borchers;Bruidspaar;1726;
5827;Andreas Wolff & Elisabeth Henrietta Snitquer;Bruidspaar;1730;
5828;Samuel Wiselius & Sara van der Linde;Bruidspaar;1729;
5829;Pieter Haak & Wynanda van Loozen;Bruidspaar;1725;
5830;Jan de Haan Abrahamsz. & Catharina de Haan;Bruidspaar;1724;
5831;Zeger van Son & Petronella de Wacker;Bruidspaar;1718;
5832;Hendricus Broes & Susanna van der Biet;Bruidspaar;1731;
5833;Frederik Verbruggen & Margareta Catharina Duyvensz;Bruidspaar;1726;
5834;Jan Silvius & Alida Cövens;Bruidspaar;1723;
5835;Henrik van Halmael & Cathrina van Boorn;Bruidspaar;1720;
5836;Balthasar Scött & Constantia Aletta Coymans;Bruidspaar;1716;
5837;Everard Francois Schimmelpenningh & Sara du Try;Bruidspaar;1719;
5838;David Barnaart & Maria van Diepenbroek;Bruidspaar;1722;
5839;Wynand Koch & Johanna Katharina van Malsen;Bruidspaar;1719;
5840;Cornelis van Tongerlo & Johanna Vermeersch;Bruidspaar;1713;
5841;Abraham Scherenberg & Johanna Dorothea d'Orville;Bruidspaar;1724;
5842;Abraham Barnaart & Engeltje van Hooven;Bruidspaar;1724;
5843;Pieter Reeland & Eva Govertz;Bruidspaar;1705;
5844;W.F.H. v. A.;Auteur;;
5845;Roeland van Leuven;Auteur;;
5846;Adriaan Snouck & Adriana Alida Pompe van Meerdervoort;Bruidspaar;1723;
5847;Cornelis Vrolikhert;Auteur;;
5848;Adrianus Brouwer & Maria van der Werff;Bruidspaar;1717;
5849;Jan de Bruyn & Elisabeth Vingerhoedt;Bruidspaar;1708;
5850;Cornelis van der Dussen & Margareta Berck;Bruidspaar;1723;
5851;Philips van Haarlem & Maria Vingerhoedt;Bruidspaar;;
5852;Adriaan Heckenhoek & Maria Margareta van Ryp;Bruidspaar;1722;
5853;Pieter Hoeufft & Adriana van den Broucke;Bruidspaar;1743;
5854;Johan Diderik Pompe van Meerdervoort & Johanna Alida Pompe van Meerdervoort;Bruidspaar;1723;
5855;Anthony Repelaer & Hester Coymans;Bruidspaar;1724;
5856;Otto van Munster;Auteur;;
5857;Simon van Son & Anna van der Pypen;Bruidspaar;1725;
5858;Kornelis Terwen & Johanna Rees;Bruidspaar;1721;
5859;Anthony de Vries & Johanna van Gelé;Bruidspaar;1708;
5860;Cornelis de Witt (1696-1769) & Catharina Wilhelmina van den Honert;Bruidspaar;1718;
5861;Adriaan Brouwer & Maria van der Werff;Bruidspaar;1717;
5862;Simon Pilletier & Katharina Ribault;Bruidspaar;1714;
5863;Johan Arnold Langerak;Drukker;;Leiden
5864;Vincentius Neerinx & Anna Maria van der Stoot;Bruidspaar;1727;
5865;G. van der Stoot;Auteur;;
5866;I.F. Noppe;Auteur;;
5867;Cornelis Caan & Maria Elisabeth Recxstoot;Bruidspaar;1758;
5868;Johan Bakker;Drukker;;Middelburg
5869;Marinus I.T.L.G. Smytegelt;Auteur;;
5870;Carel Wouter Visscher & Anna Antonia van Muyden;Bruidspaar;1759;
5871;Johan Besseling;Drukker;;Utrecht
5872;Johannes Schrader & Alida Beata Schrader;Bruidspaar;1746;
5873;Johan Luzac;Drukker;;Leiden
5874;Michael Eversdyk & Margareta de Neve;Bruidspaar;1667;
5875;Johan Misson;Drukker;;Middelburg
5876;Jacobus Verbergh;Auteur;;
5877;Daniel Eversdyk;Auteur;;
5878;Andreas Cunaeus & Agneta Jacoba van den Bergh;Bruidspaar;1735;
5879;Johan van den Bergh (1664-1755);Drukker;;Amsterdam
5880;Philippus Westerbaen & Welhelma Lookermans;Bruidspaar;1724;
5881;Johan van Doesburg;Auteur, Drukker;;Rotterdam
5882;Petrus de Sterke & Eva van Meerten;Bruidspaar;1724;
5883;Johannes van Steelant & Catharina Beyer;Bruidspaar;1714;
5884;Isaac Elzevier & Wilhelmina Adriana van Hogendorp;Bruidspaar;1721;
5885;Johannes de Bey;Auteur;;
5886;Engelbrecht van Berkel & Theodore Petronelle van Hoogendorp;Bruidspaar;1715;
5887;Samuel Cabeljau & Anna Ruil;Bruidspaar;1690;
5888;Johan van Stuyvesant;Drukker;;Utrecht
5889;Samuel van der Heiden;Auteur;;
5890;Diderik Swartendyk & Johanna Griffioen;Bruidspaar;1708;
5891;Johan Visch;Drukker;;Utrecht
5892;I.V. Gorcum;Auteur;;
5893;Johann (erven) Cattepoel;Drukker;;Wesel
5894;W. W.E. Eck;Auteur;;
5895;J.C.A. J.H.B.R.;Auteur;;
5896;Wilhelm Heuvel & Johanna Maria Reckop;Bruidspaar;1709;
5897;J.B. A.Blu. A.B.;Auteur;;
5898;Hendrick A. Benseler;Auteur;;
5899;Fredrick Robert van Lathum & Susanna van de Wall;Bruidspaar;1718;
5900;Johan (jr) Heinius & Engelina Hoffham;Bruidspaar;1752;
5901;Johann Valentin Neuber;Auteur;;
5902;Johann Christian Winter;Auteur;;
5903;Willem Hendrik Dierquens & Jacoba Amarantha de Salis;Bruidspaar;1746;
5904;J. de Roos;Auteur;;
5905;Adriaan Philip Hendrik van Slijpe & Sara Collard;Bruidspaar;1752;
5906;Heinrich Lamberts;Auteur;;
5907;Franc van der Burch & Anna Maria van der Goes;Bruidspaar;1759;
5908;Petrus van Ysselstein;Auteur;;
5909;Willem van Wassenaar & Anna barones van Wassenaar van Starrenburg;Bruidspaar;1758;
5910;Gerardus de Haas;Auteur;;
5911;Johanna Wilda van Wyhe;Auteur;;
5912;Henry Samuel Crommelin & Jacoba Sophia van Wickevoort;Bruidspaar;1697;
5913;Johannes (I) Stichter;Drukker;;Amsterdam
5914;Abraham Beek & Maria Elisabeth van Wickevoort;Bruidspaar;1697;
5915;Leonard van Zorgen & Anna de Nys;Bruidspaar;1682;
5916;Johannes Boekholt;Drukker;;Amsterdam
5917;Herman van Muyden & Alida Greven;Bruidspaar;1748;
5918;Johannes Carolus Royaards;Drukker;;Zwolle
5919;Alida Anna Ens;Auteur;;
5920;Wolter Wolthers & Ida Elizabeth Bothenius;Bruidspaar;1728;
5921;Johannes Cost;Drukker;;Groningen
5922;Cornelius van Velzen;Auteur;;
5923;Cornelius van Weede & Katarina Longespee;Bruidspaar;1688;
5924;Johannes Dale;Drukker;;Amsterdam
5925;Jan Nieuwenhove & Eva Blok;Bruidspaar;1679;
5926;Gerard Rogge & Geertruit Konink;Bruidspaar;1679;
5927;Pieter Haak van Hoven & Margareta Tael;Bruidspaar;1677;
5928;Johannes Dalemans;Drukker;;Amsterdam
5929;Johan van Alphen (1710-1750) & Wilhelmina Lucia van Alphen;Bruidspaar;1745;
5930;Johannes de Cros;Drukker;;s-Gravenhage
5931;Willem van Lier & Geertruid Anna van Wassenaar;Bruidspaar;1681;
5932;Johannes Du Vivié;Drukker;;Leiden
5933;Jan Gesner & Maria van Oudenburg;Bruidspaar;1717;
5934;S. Gesner;Auteur;;
5935;P. Werkmeester;Auteur;;
5936;Vincent Bardewits & Ariaantje van Blankenburg;Bruidspaar;1751;
5937;Johannes Eestjen;Drukker;;Amsterdam
5938;Kornelis Bardewits;Auteur;;
5939;Johannes Gobels & Maria Ooms;Bruidspaar;1715;
5940;Johannes Endenburgh;Drukker;;Gouda
5941;Jacobus Schynvoet;Auteur;;
5942;Gerard van Brandwyk & Agatha van der Burch;Bruidspaar;1700;
5943;Daniel Bik & Anna Maria Donker;Bruidspaar;1701;
5944;Franco de Vrye & Helena van Haarlem;Bruidspaar;1701;
5945;Cornelis Jongkint & Margareta Houtman;Bruidspaar;1712;
5946;Jan de Soete & Judith van der Steen;Bruidspaar;1745;
5947;Johannes Heyligert;Drukker;;Leiden
5948;J. van Kooywyk (Jr);Auteur;;
5949;N. Brouwer;Auteur;;
5950;H. van Barn-in't-Loo;Auteur;;
5951;Abraham Wynbeek;Auteur;;
5952;J.N. van der Steen;Auteur;;
5953;Nicolaas de Planke & Geertruyda Winterswyk;Bruidspaar;1748;
5954;Johannes I Hasebroek;Drukker;;Leiden
5955;Is Evers Vierevant;Auteur;;
5956;Henrik van Hees & Barbara Joanna van der Hoeven van Berkel;Bruidspaar;1716;
5957;Johannes I Hofhout;Drukker;;Rotterdam
5958;Martinus Hasebaart & Veronica van den Burgh;Bruidspaar;1707;
5959;Johannes I Ratelband;Drukker;;Amsterdam
5960;Hermanus Smit & Engelina Maria Geelmuyden;Bruidspaar;1725;
5961;Johannes I Strander;Drukker;;Amsterdam
5962;C. Smit;Auteur;;
5963;Willem Boeken;Auteur;;
5964;Johannes Smit;Auteur, Drukker;;
5965;Jean Jeronimo Boreel & Anna Maria Pels;Bruidspaar;1709;
5966;Johannes Keetelaar;Drukker;;Amsterdam
5967;Johannes Kitto;Drukker;;s-Gravenhage
5968;Johannes Luzac;Drukker;;s-Gravenhage
5969;Cornelis Voet & Johanna van Aalst;Bruidspaar;1722;
5970;Paulus Colonius & Catharina Lemans;Bruidspaar;1652;
5971;Johannes Rammazeyn;Drukker;;s-Gravenhage
5972;Franciscus de Wael;Auteur;;
5973;Nicolaes Cau & Maria Stavenisse;Bruidspaar;1660;
5974;Petrus van Gelre;Auteur;;
5975;Kornelis Hoorens & Hester Terwe;Bruidspaar;1669;
5976;Theodorus Schulius & Cornelia van Schraven-polder;Bruidspaar;1661;
5977;Arnoldus van Goor & Maria Suavius;Bruidspaar;1635;
5978;Johannes Ribbius;Drukker;;Utrecht
5979;Bernhardus ab Eyll;Auteur;;
5980;Arnoldus van Sengwerdt;Auteur;;
5981;Dirk Munter & Catharina Laurentius;Bruidspaar;1674;
5982;W. Ribbius;Auteur;;
5983;Willem van Noortwyck & Sara Ribbius;Bruidspaar;1675;
5984;Henricus Ribbius & Anna de Visscher;Bruidspaar;1676;
5985;Jacobus de I. Visscher;Auteur;;
5986;Jacobus Sas & Catharina Alteren;Bruidspaar;1677;
5987;Antonius van Schayk;Auteur;;
5988;Jacobus Rabbi & Beatrix Grapenes;Bruidspaar;1673;
5989;Johannes Roovers;Drukker;;Amsterdam
5990;Pieter de Vinder & Dorothea Heykoop;Bruidspaar;1670;
5991;Wilhelmus Bernardusz Wyngaerden;Auteur;;
5992;Nicolaas Bavink & Elisabeth de Jong;Bruidspaar;1732;
5993;Dirk Bruykverstand & Giertje Sleght;Bruidspaar;1729;
5994;Nicolaas Bruykverstand;Auteur;;
5995;Pieter Bruykverstand;Auteur;;
5996;I. Sleght;Auteur;;
5997;Pieter Kooy & Wendelina Roos;Bruidspaar;1729;
5998;S. Roos;Auteur;;
5999;Adriaan Kok & Johanna Boddens;Bruidspaar;1730;
6000;Isaak Boddens;Auteur;;
6001;Gerrit Boddens;Auteur;;
6002;Bernardus van Gerrevink & Maria Lybreghts;Bruidspaar;1730;
6003;Johannes J.H. Ratelband;Auteur;;
6004;Johannes 't Lam;Auteur;;
6005;Assuëres Flyscher & Cornelia Graan;Bruidspaar;1721;
6006;Roelof Roelvinck & Dorothea Pekstok;Bruidspaar;1732;
6007;J.O.D. G.A.;Auteur;;
6008;Arend Copyn & Anna Grave;Bruidspaar;1698;
6009;Johannes Smets;Drukker;;Amsterdam
6010;Adam van Rixtel & Johanna de Haan;Bruidspaar;1698;
6011;Gerrit Jz Backer & Johanna Backer;Bruidspaar;1707;
6012;Rodrigo Craanen & Gerarda Bosch;Bruidspaar;1708;
6013;Abraham de Vries & Leyntje van den Ende;Bruidspaar;1715;
6014;J.Wz Dop;Auteur;;
6015;Gerardus Steenhuysen & Jannetje de Vries;Bruidspaar;1716;
6016;Abraham de Ridder & Johanna Magdalena van Dyk;Bruidspaar;1719;
6017;Simon de Ridder;Auteur;;
6018;Petrus Heyblom & Elizabeth Klok;Bruidspaar;1749;
6019;Gosenius van Nyendaal & Elisabeth van Velsen;Bruidspaar;1681;
6020;Johannes Tongerloo;Drukker;;s-Gravenhage
6021;Okkerus Pesser;Auteur;;
6022;Abraham van Aardenberg & Louisa van Wesseling;Bruidspaar;1697;
6023;Johannes van Aardenberg;Drukker;;Amsterdam
6024;Matthew Chity & Elisabeth de Dieu;Bruidspaar;1693;
6025;Johannes van de Kellenaar;Drukker;;Leiden
6026;Wigardus à Winschooten & Cornelia Verruit;Bruidspaar;1680;
6027;Jacobus van der Brugge;Auteur;;
6028;Nicolaas van Wingen;Auteur;;
6029;G. de Haas;Auteur;;
6030;Cornelis van den Bosch & Catarina Cornelisd Romeyn;Bruidspaar;1708;
6031;Cornelis van den Bosch;Auteur;;
6032;Aarnout van Horx & Neeltje de Winter;Bruidspaar;1730;
6033;Johannes van Eyk;Drukker;;Rotterdam
6034;Johannes van Wyck;Auteur;;
6035;Wilhelmus Slingerland & Dorotea Soet;Bruidspaar;1727;
6036;Johannes van Geemert;Drukker;;Rotterdam
6037;Teunis van Leeuwen & Jannetje Valentyn van Schoonwinkel;Bruidspaar;1724;
6038;Johannes van Leeuwen;Auteur, Drukker;;Amsterdam
6039;Jan Wolters & Sara Munter;Bruidspaar;1715;
6040;Frederik van Berg & Laura de Vroom;Bruidspaar;1723;
6041;Kornelis van Marken & Geertruyd van Herwaarden;Bruidspaar;1724;
6042;Anthonius Bevers & Maria Lieftinck;Bruidspaar;1653;
6043;Johannes van Paddenburgh;Drukker;;Utrecht
6044;G. Vligerius;Auteur;;
6045;Nicolaus van Royen & Geertruda van Hamel;Bruidspaar;1654;
6046;W. Vligerius;Auteur;;
6047;Lambertus Sanderus & Helena Teeckmannus;Bruidspaar;1656;
6048;Joachim van Gent & Susanna van Loon;Bruidspaar;1682;
6049;D. van Deyl;Auteur;;
6050;Jan van der Schep & Sibilla Honthorst;Bruidspaar;1725;
6051;Johannes van Septeren;Auteur, Drukker;;Amsterdam
6052;Jan Bronlandt;Auteur;;
6053;Cornelis van der Schep;Auteur;;
6054;Abraham Twartt & Anna Langeraat;Bruidspaar;1726;
6055;Gerhart Sichterman & Louisa Christina Trip;Bruidspaar;1709;
6056;Johannes van Velsen;Drukker;;Groningen
6057;Adriaan Josef Trip (1687-1748) & Anna Elizabeth Wolthers;Bruidspaar;1710;
6058;Johannes Grafwegh;Auteur;;
6059;Daniel Henri L'Argentier & Elisabet Petronelle Lewe tot Aduard;Bruidspaar;1718;
6060;Cornelius van Velzen & Arendina Cornelia Wolthers;Bruidspaar;1727;
6061;Petrus Laan;Auteur;;
6062;Johannes Myseras;Auteur;;
6063;Arius Adriani & Johanna Sijlman;Bruidspaar;1729;
6064;Wiardus Siccama & Anna Catharina Hora;Bruidspaar;1737;
6065;Dan. Henr. L'Argentier & Elisabe Petronelle Lewe van Aduart;Bruidspaar;1718;
6066;Johannes Vis-hoeck;Drukker;;Rotterdam
6067;Henricus Althusius & Eva van de Velde;Bruidspaar;1674;
6068;Johannes Wagens;Auteur, Drukker;;Leiden
6069;Jacobus Geelkerke & Maria Geldhouwers;Bruidspaar;1686;
6070;Pieter Geelkerke;Auteur;;
6071;Cornelis van Gaasbeecq & Johanna Aletta Beernink;Bruidspaar;1717;
6072;Johannis van Bosvelt;Drukker;;Utrecht
6073;Jan Jacobsz Bouman & Aeltie Broers;Bruidspaar;1640;
6074;Joost Broersz;Drukker;;Amsterdam
6075;Johannes Trekels & Janneke Matheus;Bruidspaar;1644;
6076;Hendrik Bicker (1615-1651) & Eva Geelvinck;Bruidspaar;1639;
6077;Barent ter Burch & Margareta Opze;Bruidspaar;1638;
6078;Johannes Casteleyn & Geertruyd Walschaerts;Bruidspaar;1638;
6079;Jacob Leendertsz;Auteur;;
6080;Jasper Coeymans & Elyzabeth van Soldt;Bruidspaar;1644;
6081;Aernout Dieprinck & Aeltjen Lenaerts;Bruidspaar;1639;
6082;de Boer;Auteur;;
6083;Albartus Nolleman & Anna Bontemantels;Bruidspaar;1639;
6084;Gerrit Vriesenburgh & Magdalena de Haes;Bruidspaar;1641;
6085;Govert van den Wijngaert;Auteur;;
6086;Benjamin van de Water & Elisabeth Meersmans;Bruidspaar;1642;
6087;Pieter de Niellius & Maria Cornelissen;Bruidspaar;1642;
6088;Joost Hartgersz;Drukker;;Amsterdam
6089;A. de Brull;Auteur;;
6090;Pieter Cornelissen Groenvelt & Christina Jans;Bruidspaar;1639;
6091;Claes Seep;Auteur;;
6092;A.;Auteur;;
6093;Burgert Schult & Catrina Fockenberch;Bruidspaar;1643;
6094;Pieter Anthonissen Uytenhoven & Maria Opzy;Bruidspaar;1639;
6095;Claes A. Seep;Auteur;;
6096;Wilhem Gerrits Verhoute & Johanna Vorsten;Bruidspaar;1641;
6097;R. Govaert;Auteur;;
6098;Abraham van der Straten & Catharina Blauw;Bruidspaar;1641;
6099;Troade;Auteur;;
6100;Wilhelmus Teunemans & Catharina de Mey;Bruidspaar;1642;
6101;Pieter van Sonsvelt & Anna Donckers;Bruidspaar;1642;
6102;Jacob de Frans & Margrieta Wachters;Bruidspaar;1642;
6103;Wouter van't Willer & Maria Momma;Bruidspaar;1642;
6104;Willem Lootsman & Catharina Massa;Bruidspaar;1643;
6105;Hendrick Quint & Sara Govaert;Bruidspaar;1643;
6106;Otto Houckgeest & Johanna de Brull;Bruidspaar;1645;
6107;Renier Soreau & Constantia Hochepied;Bruidspaar;1645;
6108;Isaac de La Vigne & Anna Suiens;Bruidspaar;1645;
6109;Dirk Bogaard & Maria de Mond;Bruidspaar;1678;
6110;Joost I (wed) Pluymer;Drukker;;Amsterdam
6111;Otto van Belkamp;Auteur;;
6112;Adriaan Bogaard;Auteur;;
6113;Johan Wildeveen & Sara van Dael;Bruidspaar;1638;
6114;Joost Jansz Verheul;Drukker;;s-Gravenhage
6115;Floers Pieters van der Vecht & Grietje Machiels;Bruidspaar;1626;
6116;Joris (wed) Veseler;Drukker;;Amsterdam
6117;Hendrick Kersteman & Elysabeth Ongenae;Bruidspaar;1632;
6118;Joris Abrahamsz van der Marsce;Drukker;;Leiden
6119;Franchois de Maarschalk & Cornelia Gael;Bruidspaar;1651;
6120;Joris van der Woude;Auteur, Drukker;;Amsterdam
6121;Hendrik Assuerusz Issendorp;Auteur;;
6122;Assuerus Issendorp;Auteur;;
6123;Andries Koek & Cornelia van Arp;Bruidspaar;1722;
6124;Michiel Koek;Auteur;;
6125;Dirk Besselink;Auteur;;
6126;Abraham Vos & Johanna van Neercassel;Bruidspaar;1731;
6127;Robbert Makreel;Auteur;;
6128;Dirk Dirksz Makreel;Auteur;;
6129;F.D.H.I.;Auteur;;
6130;I.W.;Auteur;;
6131;Willem van Rensselaar & Cornelia Judith Cramer;Bruidspaar;1742;
6132;Hendrik Willem Cramer;Auteur;;
6133;Antony van (Jr) Rensselaar;Auteur;;
6134;François Wilhem Westerhout;Auteur;;
6135;Paulus Jansz Wenkink;Auteur;;
6136;Johannes Vallee;Auteur;;
6137;David van Oostrum & Margareta Berck;Bruidspaar;1744;
6138;Jan Simons;Auteur;;
6139;François Berck;Auteur;;
6140;Jacobus Egeling;Auteur;;
6141;Johannes Georgius Welman & Willemina Paulina Guillermet;Bruidspaar;1745;
6142;Johanna Cornelia van Overveld;Auteur;;
6143;Hendrik Kroon;Auteur;;
6144;Jan Vos (18e eeuw);Auteur;;
6145;L.V.S.;Auteur;;
6146;Joannes Barnard Raems;Auteur;;
6147;Hs Baalman;Auteur;;
6148;Hendrik Willem Cramer & Catharina Luykink;Bruidspaar;1746;
6149;A. Cramer;Auteur;;
6150;J.O.;Auteur;;
6151;E.M.D.B.;Auteur;;
6152;Elisabeth Koekebakker;Auteur;;
6153;Hendrik Das;Auteur;;
6154;Jan Hottentot & Helena Catharina de Bruyn;Bruidspaar;1747;
6155;C. Hottentot;Auteur;;
6156;P. Reiersz;Auteur;;
6157;Johan Walraaven Hoffmann & Johanna Theodora van der Meer;Bruidspaar;1750;
6158;Jan Fransz Rigail;Auteur;;
6159;Saartje van der Meer;Auteur;;
6160;J.J. Wulfing;Auteur;;
6161;Johan Peter Heinius;Auteur;;
6162;Jurgen Hartgers Hachmeester;Auteur;;
6163;Jan Asschenberg;Auteur;;
6164;J.S.Mz;Auteur;;
6165;Justina Nucella;Auteur;;
6166;Pieter van der Meulen junior & Judith Holthuysen;Bruidspaar;1743;
6167;Barent Bartholomeusen Poolman & Anneken Fermou;Bruidspaar;1618;
6168;Joris Veseler;Drukker;;Amsterdam
6169;Pieter Raye & Magdalena Poulle;Bruidspaar;1618;
6170;Leunis Claesen & Geertruyt Jacobs;Bruidspaar;1618;
6171;Nicolaes Jaspers & Geertruyt van den Bergh;Bruidspaar;1618;
6172;Isaac Pecreau & Maria van Raey;Bruidspaar;1618;
6173;Thomas Jacobsz Sergeant;Auteur;;
6174;Abraham de Koussenaer & Elisabeth van der Leyen;Bruidspaar;1619;
6175;Aernout van der Goes & Janneke Grootwyck;Bruidspaar;1619;
6176;Cornelis Rutgers & Anna van Loosvelt;Bruidspaar;1624;
6177;Johan van Loô & Geertrui de Maarschalk;Bruidspaar;1649;
6178;Jozua Rex;Drukker;;Amsterdam
6179;Johannes de Maarschalk;Auteur;;
6180;Johannes van Peenen;Auteur;;
6181;Isaäk Reinder baron van Raesfelt & Clara Fejouna de Sytzema barones van Bellingeweer;Bruidspaar;1750;
6182;Jurjen Spandaw;Drukker;;Groningen
6183;G. Houx de Gramant;Auteur;;
6184;Abraham Buning & Hebbelina Maria Wolbers;Bruidspaar;1729;
6185;Frans Fransz Steetz & Sara Elizabeth Steetz;Bruidspaar;1739;
6186;Jurriaan van Paddenburg;Drukker;;Utrecht
6187;Raphaël Aredondo des Los Rios & Judith de Lombroso;Bruidspaar;1701;
6188;Jurriaen van (wed) Poolsum;Drukker;;Utrecht
6189;Matthaeus Hek;Auteur;;
6190;Adriaen van Houten & Philippina Munkerus;Bruidspaar;1694;
