0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
684;KB;1712.0;Jan Jz van Keulen;Margareta Thin;Jan Jz van Keulen & Margareta Thin;Boeteman;Amsterdam;Amsterdam;Ludowina Konst;Izak Thin;Everhard Kraeyvanger;Kornelis Jongerhelt;T. van Sadelhof;J.F.;;;;;;;;;;;;;;;;;Ludowina Konst, Izak Thin, Everhard Kraeyvanger, Kornelis Jongerhelt, T. van Sadelhof, J.F.;6;Margareta;Thin;Jan Jz van;Keulen;Boeteman;;True;False;False;False;False;True;1;0
3558;STCN;1712.0;Francois van Harencarspel;Anna Apolonia Looten;Francois van Harencarspel & Anna Apolonia Looten;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Anna Apolonia;Looten;Francois van;Harencarspel;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
1531;KB;1713.0;Anthony Deutz;Ida Agata Temminck;Anthony Deutz & Ida Agata Temminck;Johannes van Oosterwyk;Amsterdam;Haarlem;Adriaan de Wacker;;;;;;;;;;;;;;;;;;;;;;Adriaan de Wacker;1;Ida Agata;Temminck;Anthony;Deutz;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3560;STCN;1713.0;Adriaan van Malsen;Hillegonda van Heyningen;Adriaan van Malsen & Hillegonda van Heyningen;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Hillegonda van;Heyningen;Adriaan van;Malsen;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
936;KB;1714.0;Joan Marcus;Anna van Norden;Joan Marcus & Anna van Norden;Hendrik van de Gaete;Amsterdam;Bennebroek;A. Benoorden;Jan Wandelaar;;;;;;;;;;;;;;;;;;;;;A. Benoorden, Jan Wandelaar;2;Anna van;Norden;Joan;Marcus;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
957;KB;1714.0;Johannes Wils;Johanna Parent;Johannes Wils & Johanna Parent;Hendrik van de Gaete;Amsterdam;Dordrecht;Abraham van Limburg;Hendrik van Poot;J. de Graaff;T. van Velsen;;;;;;;;;;;;;;;;;;;Abraham van Limburg, Hendrik van Poot, J. de Graaff, T. van Velsen;4;Johanna;Parent;Johannes;Wils;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
1006;KB;1714.0;Anthony van den Bogaard;Sara Cardoes;Anthony van den Bogaard & Sara Cardoes;Geldorp;Haarlem;;Jan Geldorp;Abraham Fortgens;;;;;;;;;;;;;;;;;;;;;Jan Geldorp, Abraham Fortgens;2;Sara;Cardoes;Anthony van den;Bogaard;Geldorp;;False;False;False;False;True;True;0;0
1007;KB;1715.0;Isaak Oostenraat;Maria van den Bogaard;Isaak Oostenraat & Maria van den Bogaard;Geldorp;Haarlem;Amsterdam;Jan Geldorp;Kornelis Willemsz Westerbaen;M.B.;;;;;;;;;;;;;;;;;;;;Jan Geldorp, Kornelis Willemsz Westerbaen, M.B.;3;Maria van den;Bogaard;Isaak;Oostenraat;Geldorp;;False;False;False;False;True;True;0;0
3561;STCN;1715.0;Evert Franse;Alida Groenewoud;Evert Franse & Alida Groenewoud;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Alida;Groenewoud;Evert;Franse;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
3562;STCN;1715.0;Jan Oosterwyk;Sara Groenewoud;Jan Oosterwyk & Sara Groenewoud;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Sara;Groenewoud;Jan;Oosterwyk;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
965;KB;1716.0;Abraham Voegen;Joanna Kroplant;Abraham Voegen & Joanna Kroplant;Hendrik van de Gaete;Amsterdam;;Kornelis Willemsz Westerbaen;;;;;;;;;;;;;;;;;;;;;;Kornelis Willemsz Westerbaen;1;Joanna;Kroplant;Abraham;Voegen;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
966;KB;1716.0;Christiaen Meyer;Johanna Petersen;Christiaen Meyer & Johanna Petersen;Hendrik van de Gaete;Amsterdam;Amsterdam;M. H.D.G.M. Petersen;Petersen;;;;;;;;;;;;;;;;;;;;;M. H.D.G.M. Petersen, Petersen;2;Johanna;Petersen;Christiaen;Meyer;Hendrik van de;Gaete;True;False;False;False;False;False;2;0
967;KB;1716.0;Jacob Kruytberg;Hillegonda Koning;Jacob Kruytberg & Hillegonda Koning;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Hillegonda;Koning;Jacob;Kruytberg;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
983;KB;1716.0;Joachim Refdaal;Kornelia van Speek;Joachim Refdaal & Kornelia van Speek;Hendrik van de Gaete;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;0;Kornelia van;Speek;Joachim;Refdaal;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
1467;KB;1716.0;Isaac Rauws;Catharina Cornelia Temminck;Isaac Rauws & Catharina Cornelia Temminck;Johannes van Oosterwyk;Amsterdam;;Adriaan de Wacker;;;;;;;;;;;;;;;;;;;;;;Adriaan de Wacker;1;Catharina Cornelia;Temminck;Isaac;Rauws;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3546;STCN;1716.0;Pieter Kops;Maria Barnaarts;Pieter Kops & Maria Barnaarts;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Maria;Barnaarts;Pieter;Kops;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
3559;STCN;1716.0;Dirk van Lennep;Catharina de Neufville;Dirk van Lennep & Catharina de Neufville;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Catharina de;Neufville;Dirk van;Lennep;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
3743;STCN;1716.0;Balthasar Scött;Constantia Aletta Coymans;Balthasar Scött & Constantia Aletta Coymans;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Constantia Aletta;Coymans;Balthasar;Scött;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3547;STCN;1717.0;Daniel Sluim;Maria van Grieken;Daniel Sluim & Maria van Grieken;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Maria van;Grieken;Daniel;Sluim;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
512;KB;1718.0;Ellart de Weer de Wit;Alida Entrop;Ellart de Weer de Wit & Alida Entrop;Hendrik van de Gaete;Amsterdam;Leiden;Johannes de Wit (Jr);Petrus de Wit;Laurens de Haan;;;;;;;;;;;;;;;;;;;;Johannes de Wit (Jr), Petrus de Wit, Laurens de Haan;3;Alida;Entrop;Ellart de Weer de;Wit;Hendrik van de;Gaete;False;True;False;False;False;False;0;2
1470;KB;1718.0;Tiberius Beeldsnyder Matroos;Alida Margareta Meyn;Tiberius Beeldsnyder Matroos & Alida Margareta Meyn;Johannes van Oosterwyk;Amsterdam;'s-Gravenzande;Henriette Elizabeth de With;J. Verhoek;Jacobus de Groot;;;;;;;;;;;;;;;;;;;;Henriette Elizabeth de With, J. Verhoek, Jacobus de Groot;3;Alida Margareta;Meyn;Tiberius Beeldsnyder;Matroos;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3553;STCN;1718.0;Daniel Nicolaes Olbers;Alida Elisabeth du Bucquoy;Daniel Nicolaes Olbers & Alida Elisabeth du Bucquoy;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Alida Elisabeth du;Bucquoy;Daniel Nicolaes;Olbers;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
3554;STCN;1718.0;Jan Goukens;Belia Greving;Jan Goukens & Belia Greving;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Belia;Greving;Jan;Goukens;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
3734;STCN;1718.0;Zeger van Son;Petronella de Wacker;Zeger van Son & Petronella de Wacker;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Petronella de;Wacker;Zeger van;Son;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
1474;KB;1719.0;Hendrik Hazebroek;Ida Kornelia Marcus;Hendrik Hazebroek & Ida Kornelia Marcus;Johannes van Oosterwyk;Amsterdam;Haarlem;Joan Doornik;W. Marcus;J.Jz Marcus;;;;;;;;;;;;;;;;;;;;Joan Doornik, W. Marcus, J.Jz Marcus;3;Ida Kornelia;Marcus;Hendrik;Hazebroek;Johannes van;Oosterwyk;True;False;False;False;False;False;2;0
3619;STCN;1719.0;Jan Ermen;Maria Lups;Jan Ermen & Maria Lups;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Maria;Lups;Jan;Ermen;Lescailje;;False;False;False;False;False;True;0;0
3744;STCN;1719.0;Everard Francois Schimmelpenningh;Sara du Try;Everard Francois Schimmelpenningh & Sara du Try;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Sara du;Try;Everard Francois;Schimmelpenningh;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3747;STCN;1719.0;Wynand Koch;Johanna Katharina van Malsen;Wynand Koch & Johanna Katharina van Malsen;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Johanna Katharina van;Malsen;Wynand;Koch;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
437;KB;1720.0;Jan van den Bosch;Cornelia Eliana Scott;Jan van den Bosch & Cornelia Eliana Scott;Lescailje;Amsterdam;;Balthazar Huydecoper;;;;;;;;;;;;;;;;;;;;;;Balthazar Huydecoper;1;Cornelia Eliana;Scott;Jan van den;Bosch;Lescailje;;False;False;False;False;False;True;0;0
502;KB;1720.0;Galenus van Baerle;Johanna Willemina Streso;Galenus van Baerle & Johanna Willemina Streso;Willem Barents;Amsterdam;Amsterdam;Aurelia Zwartte;Matthaeus Brouërius van Nidek;Hermanus Verwit;L. Ryk;;;;;;;;;;;;;;;;;;;Aurelia Zwartte, Matthaeus Brouërius van Nidek, Hermanus Verwit, L. Ryk;4;Johanna Willemina;Streso;Galenus van;Baerle;Willem;Barents;False;False;False;False;False;False;0;0
3724;STCN;1720.0;Pieter Mayden;Elizabeth Seevenhuysen;Pieter Mayden & Elizabeth Seevenhuysen;Johannes van Oosterwyk;Amsterdam;;Joannes  Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Joannes  Oosterwyk;1;Elizabeth;Seevenhuysen;Pieter;Mayden;Johannes van;Oosterwyk;False;False;False;False;False;True;0;0
3742;STCN;1720.0;Henrik van Halmael;Cathrina van Boorn;Henrik van Halmael & Cathrina van Boorn;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Cathrina van;Boorn;Henrik van;Halmael;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
608;KB;1721.0;Jan van Dinteren;Susanna Coleprys;Jan van Dinteren & Susanna Coleprys;Willem Barents;Amsterdam;Amsterdam;George Wetstein;Jan van Dinteren;;;;;;;;;;;;;;;;;;;;;George Wetstein, Jan van Dinteren;2;Susanna;Coleprys;Jan van;Dinteren;Willem;Barents;False;True;False;False;False;False;0;1
1487;KB;1721.0;François Vasmer;Geertruy van Drielst;François Vasmer & Geertruy van Drielst;Johannes van Oosterwyk;Amsterdam;Amsterdam;Fs van Zoelen;;;;;;;;;;;;;;;;;;;;;;Fs van Zoelen;1;Geertruy van;Drielst;François;Vasmer;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3759;STCN;1721.0;Hermanus Uytwerf;Elisabeth van Amelonsen;Hermanus Uytwerf & Elisabeth van Amelonsen;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Elisabeth van;Amelonsen;Hermanus;Uytwerf;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
338;KB;1722.0;Pieter van Loon;Agneta Graswinckel;Pieter van Loon & Agneta Graswinckel;Goeree;Amsterdam;Amsterdam;Jan Goeree;;;;;;;;;;;;;;;;;;;;;;Jan Goeree;1;Agneta;Graswinckel;Pieter van;Loon;Goeree;;False;False;False;False;True;True;0;0
3746;STCN;1722.0;David Barnaart;Maria van Diepenbroek;David Barnaart & Maria van Diepenbroek;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Maria van;Diepenbroek;David;Barnaart;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
812;KB;1723.0;Jacob Gerritze Stip;Cristina Tymese Kleyn;Jacob Gerritze Stip & Cristina Tymese Kleyn;Willem Barents;Amsterdam;Rotterdam;;;;;;;;;;;;;;;;;;;;;;;;0;Cristina Tymese;Kleyn;Jacob Gerritze;Stip;Willem;Barents;False;False;False;False;False;False;0;0
1537;KB;1723.0;Marten Schrick;Catharina van Hemert;Marten Schrick & Catharina van Hemert;Johannes van Oosterwyk;Amsterdam;Amsterdam;Joost Sasselee;;;;;;;;;;;;;;;;;;;;;;Joost Sasselee;1;Catharina van;Hemert;Marten;Schrick;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3608;STCN;1723.0;Jan de Heeger;Suzanna Swigtenheuvel;Jan de Heeger & Suzanna Swigtenheuvel;Lescailje;Amsterdam;;Roeland van Leuve;;;;;;;;;;;;;;;;;;;;;;Roeland van Leuve;1;Suzanna;Swigtenheuvel;Jan de;Heeger;Lescailje;;False;False;False;False;False;True;0;0
3738;STCN;1723.0;Jan Silvius;Alida Cövens;Jan Silvius & Alida Cövens;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Alida;Cövens;Jan;Silvius;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3833;STCN;1723.0;David de la Vigne;Suzanna Griffin;David de la Vigne & Suzanna Griffin;Willem Barents;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Suzanna;Griffin;David de la;Vigne;Willem;Barents;False;False;False;False;False;False;0;0
440;KB;1724.0;Jan van Loon;Cornelia Munter;Jan van Loon & Cornelia Munter;Lescailje;Amsterdam;Amsterdam;A. Speelman;;;;;;;;;;;;;;;;;;;;;;A. Speelman;1;Cornelia;Munter;Jan van;Loon;Lescailje;;False;False;False;False;False;True;0;0
766;KB;1724.0;Jan Putter;Grietje Kuynder;Jan Putter & Grietje Kuynder;Willem Barents;Amsterdam;Delft;;;;;;;;;;;;;;;;;;;;;;;;0;Grietje;Kuynder;Jan;Putter;Willem;Barents;False;False;False;False;False;False;0;0
3733;STCN;1724.0;Jan de Haan Abrahamsz.;Catharina de Haan;Jan de Haan Abrahamsz. & Catharina de Haan;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Catharina de;Haan;Jan de Haan;Abrahamsz.;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
22;KB;1725.0;Isaac Nylant;Johanna de Veer;Isaac Nylant & Johanna de Veer;Lescailje;Amsterdam;Deventer;Abraham de Veer;Isaac Kintsius;Pieter de Veer;Herkules Bouman;;;;;;;;;;;;;;;;;;;Abraham de Veer, Isaac Kintsius, Pieter de Veer, Herkules Bouman;4;Johanna de;Veer;Isaac;Nylant;Lescailje;;True;False;False;False;False;True;2;0
1452;KB;1725.0;Nicolaas Hoppenaar;Debora Vestenburgh;Nicolaas Hoppenaar & Debora Vestenburgh;Johannes van Oosterwyk;Amsterdam;Amsterdam;Cornelis Vestenburgh;Jan van Ruster;;;;;;;;;;;;;;;;;;;;;Cornelis Vestenburgh, Jan van Ruster;2;Debora;Vestenburgh;Nicolaas;Hoppenaar;Johannes van;Oosterwyk;True;False;False;False;False;False;1;0
3732;STCN;1725.0;Pieter Haak;Wynanda van Loozen;Pieter Haak & Wynanda van Loozen;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Wynanda van;Loozen;Pieter;Haak;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
839;KB;1726.0;Ysbrand Ysbrandsz Vincent;Johanna Paauw;Ysbrand Ysbrandsz Vincent & Johanna Paauw;Willem Barents;Amsterdam;Amsterdam;Levinius Vincent;Ysbrand Ysbrandsz Vincent;Willem Barents;;;;;;;;;;;;;;;;;;;;Levinius Vincent, Ysbrand Ysbrandsz Vincent, Willem Barents;3;Johanna;Paauw;Ysbrand Ysbrandsz;Vincent;Willem;Barents;False;True;False;False;True;True;0;2
1542;KB;1726.0;Frederik Verbrugge;Margareta Catharina Duyvensz;Frederik Verbrugge & Margareta Catharina Duyvensz;Johannes van Oosterwyk;Amsterdam;Rotterdam;Valerius Doitsma;Thaddaeus Hardeboll';Pieter Straat;;;;;;;;;;;;;;;;;;;;Valerius Doitsma, Thaddaeus Hardeboll', Pieter Straat;3;Margareta Catharina;Duyvensz;Frederik;Verbrugge;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3727;STCN;1726.0;Andries van Schaeck;Katharina Haack;Andries van Schaeck & Katharina Haack;Johannes van Oosterwyk;Amsterdam;;Pieter Straat;;;;;;;;;;;;;;;;;;;;;;Pieter Straat;1;Katharina;Haack;Andries van;Schaeck;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3728;STCN;1726.0;Dirk Meysenheym;Wilmina Borchers;Dirk Meysenheym & Wilmina Borchers;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Wilmina;Borchers;Dirk;Meysenheym;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3835;STCN;1726.0;Jan Walien Hendriksz.;Geertruit Eppenhof;Jan Walien Hendriksz. & Geertruit Eppenhof;Willem Barents;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Geertruit;Eppenhof;Jan Walien;Hendriksz.;Willem;Barents;False;False;False;False;False;False;0;0
723;KB;1727.0;Willem van der Moesel;Catharina Margreta Rokogh;Willem van der Moesel & Catharina Margreta Rokogh;Willem Barents;Amsterdam;;Antonia F.R. Bakx;;;;;;;;;;;;;;;;;;;;;;Antonia F.R. Bakx;1;Catharina Margreta;Rokogh;Willem van der;Moesel;Willem;Barents;False;False;False;False;False;False;0;0
3834;STCN;1727.0;Jan Wenkink;Belia van Nuld;Jan Wenkink & Belia van Nuld;Willem Barents;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Belia van;Nuld;Jan;Wenkink;Willem;Barents;False;False;False;False;False;False;0;0
1515;KB;1728.0;Nicolaas Jongsma;Anna Bonnama;Nicolaas Jongsma & Anna Bonnama;Johannes van Oosterwyk;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;0;Anna;Bonnama;Nicolaas;Jongsma;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3731;STCN;1729.0;Samuel Wiselius;Sara van der Linde;Samuel Wiselius & Sara van der Linde;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Sara van der;Linde;Samuel;Wiselius;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3730;STCN;1730.0;Andreas Wolff;Elisabeth Henrietta Snitquer;Andreas Wolff & Elisabeth Henrietta Snitquer;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Elisabeth Henrietta;Snitquer;Andreas;Wolff;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3750;STCN;1730.0;Joan Muysken;Catharina Regina van Romond;Joan Muysken & Catharina Regina van Romond;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Catharina Regina van;Romond;Joan;Muysken;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3735;STCN;1731.0;Hendricus Broes;Susanna van der Biet;Hendricus Broes & Susanna van der Biet;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Susanna van der;Biet;Hendricus;Broes;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
864;KB;1735.0;Jan William Westerveld;Geertruy Verpoorten;Jan William Westerveld & Geertruy Verpoorten;De Broen;Amsterdam;Amsterdam;Jan Verpoorten;Gerred de Broen;;;;;;;;;;;;;;;;;;;;;Jan Verpoorten, Gerred de Broen;2;Geertruy;Verpoorten;Jan William;Westerveld;De;Broen;True;False;False;False;False;True;1;0
599;KB;1736.0;Jan Hendrik Cramer;Clara Maria Christoffers;Jan Hendrik Cramer & Clara Maria Christoffers;De Broen;Amsterdam;Amsterdam;Gerard Bouricius;Jacob Coenraadsz Christoffers;C. Christoffers;Lambert van den Broek;Jan Christoffers;;;;;;;;;;;;;;;;;;Gerard Bouricius, Jacob Coenraadsz Christoffers, C. Christoffers, Lambert van den Broek, Jan Christoffers;5;Clara Maria;Christoffers;Jan Hendrik;Cramer;De;Broen;True;False;False;False;False;False;3;0
11;KB;1737.0;Marten Blöte;Elisabeth de Bruyn;Marten Blöte & Elisabeth de Bruyn;De Broen;Amsterdam;Amsterdam;P. Blöte;J. de (Jr) Bruyn;Jacobus de Laater;Gerred de II Broen;Lambert van den Broek;;;;;;;;;;;;;;;;;;P. Blöte, J. de (Jr) Bruyn, Jacobus de Laater, Gerred de II Broen, Lambert van den Broek;5;Elisabeth de;Bruyn;Marten;Blöte;De;Broen;True;True;False;False;False;True;1;1
708;KB;1737.0;Paulus Loot;Margareta Verhammen;Paulus Loot & Margareta Verhammen;De Broen;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Margareta;Verhammen;Paulus;Loot;De;Broen;False;False;False;False;False;False;0;0
750;KB;1737.0;Rudolph Willem van Pabst;Anthonia Huygens;Rudolph Willem van Pabst & Anthonia Huygens;De Broen;Amsterdam;;Gerred de Broen;;;;;;;;;;;;;;;;;;;;;;Gerred de Broen;1;Anthonia;Huygens;Rudolph Willem van;Pabst;De;Broen;False;False;False;False;False;True;0;0
48;KB;1738.0;Hendrik Meysenheym;Maria van Werven;Hendrik Meysenheym & Maria van Werven;De Broen;Amsterdam;Amsterdam;Hendrik Meysenheym (Jr);Hendrik Graauwhart;Hendrik (Jr) Graauwhart;Maria Graauwhart;Hendrik van Castrop;J.V.D.H.;;;;;;;;;;;;;;;;;Hendrik Meysenheym (Jr), Hendrik Graauwhart, Hendrik (Jr) Graauwhart, Maria Graauwhart, Hendrik van Castrop, J.V.D.H.;6;Maria van;Werven;Hendrik;Meysenheym;De;Broen;False;True;False;False;False;False;0;1
595;KB;1741.0;Petrus Conradi;Christina van der Valk;Petrus Conradi & Christina van der Valk;De Broen;Amsterdam;Amsterdam;Johannes M.C.V.H. Schrader;Magdalena Reen geb. Pollius;;;;;;;;;;;;;;;;;;;;;Johannes M.C.V.H. Schrader, Magdalena Reen geb. Pollius;2;Christina van der;Valk;Petrus;Conradi;De;Broen;False;False;False;False;False;False;0;0
602;KB;1742.0;Arnout Dederiks;Sara Susanna Couck;Arnout Dederiks & Sara Susanna Couck;De Broen;Amsterdam;;J.H. J.C.;;;;;;;;;;;;;;;;;;;;;;J.H. J.C.;1;Sara Susanna;Couck;Arnout;Dederiks;De;Broen;False;False;False;False;False;False;0;0
837;KB;1743.0;Jan Adriaan Victer;Abilia Gillis;Jan Adriaan Victer & Abilia Gillis;De Broen;Amsterdam;Amsterdam;Anna Camper;Gysbert Gillis;Gerrit de Haas;Emilia Gillis;Anna de Haas;H.C.;L.P. van Eyk;Jan Adriaen van Eyk;Joannes van den Broek;Nikolaes Versteeg;;;;;;;;;;;;;Anna Camper, Gysbert Gillis, Gerrit de Haas, Emilia Gillis, Anna de Haas, H.C., L.P. van Eyk, Jan Adriaen van Eyk, Joannes van den Broek, Nikolaes Versteeg;10;Abilia;Gillis;Jan Adriaan;Victer;De;Broen;True;False;False;False;False;False;2;0
668;KB;1745.0;Hendrik van der Hooght;Anna Maria de Melander;Hendrik van der Hooght & Anna Maria de Melander;De Broen;Amsterdam;Utrecht;Gerred de Broen;J. de Melander;Isaac de Melander;J. van der Hooght;Hendrik jr Graauwhart;J.B.;;;;;;;;;;;;;;;;;Gerred de Broen, J. de Melander, Isaac de Melander, J. van der Hooght, Hendrik jr Graauwhart, J.B.;6;Anna Maria de;Melander;Hendrik van der;Hooght;De;Broen;True;True;False;False;False;True;2;1
14;KB;1746.0;Daniël Adrianus Beukelaar;Anna Maria Kerkhoven;Daniël Adrianus Beukelaar & Anna Maria Kerkhoven;Theodorus Crajenschot;Amsterdam;Rotterdam;Jan Willem Kerkhoven;Rudolph Marcus;Abraham de Haen (1707-1748);Egbert Kleyn;Jan de Vries;H.G. (Jr);E.J. van Arrewyne;Joannes Bollard;;;;;;;;;;;;;;;Jan Willem Kerkhoven, Rudolph Marcus, Abraham de Haen (1707-1748), Egbert Kleyn, Jan de Vries, H.G. (Jr), E.J. van Arrewyne, Joannes Bollard;8;Anna Maria;Kerkhoven;Daniël Adrianus;Beukelaar;Theodorus;Crajenschot;True;False;False;False;False;False;1;0
3510;STCN;1746.0;Bernardus Dronryp;Anna Cornelia van der Hooght;Bernardus Dronryp & Anna Cornelia van der Hooght;De Broen;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Anna Cornelia van der;Hooght;Bernardus;Dronryp;De;Broen;False;False;False;False;False;False;0;0
519;KB;1747.0;Cornelis van Rhenen;Cecilia Beeke;Cornelis van Rhenen & Cecilia Beeke;Theodorus Crajenschot;Amsterdam;Willemstad;Cornelis van Rhenen;Cecilia Beeke;Petronella Beeke;Abigail van Rhenen;Elizabeth van Esterwegen;Simon Jansz Beeke;J.E. Sasselee;B.S.S.;Henricus Beeke;Mathys Verdonk;Abraham de Haen (1707-1748);;;;;;;;;;;;Cornelis van Rhenen, Cecilia Beeke, Petronella Beeke, Abigail van Rhenen, Elizabeth van Esterwegen, Simon Jansz Beeke, J.E. Sasselee, B.S.S., Henricus Beeke, Mathys Verdonk, Abraham de Haen (1707-1748);11;Cecilia;Beeke;Cornelis van;Rhenen;Theodorus;Crajenschot;True;True;False;False;False;False;4;2
844;KB;1747.0;Paulus Visscher;Clasina Hekhuysen;Paulus Visscher & Clasina Hekhuysen;Theodorus Crajenschot;Amsterdam;Amsterdam;Adriana Beeke geb. Visscher;Catharina Visscher;Anna Visscher;Gerard Visscher;Henricus Beeke;Simon Jansz Beeke;;;;;;;;;;;;;;;;;Adriana Beeke geb. Visscher, Catharina Visscher, Anna Visscher, Gerard Visscher, Henricus Beeke, Simon Jansz Beeke;6;Clasina;Hekhuysen;Paulus;Visscher;Theodorus;Crajenschot;False;True;False;False;False;False;0;4
571;KB;1748.0;Gerardus de Broen;Margareta Dronkemol;Gerardus de Broen & Margareta Dronkemol;De Broen;Amsterdam;Dordrecht;Gerred de Broen;Jan Remery;;;;;;;;;;;;;;;;;;;;;Gerred de Broen, Jan Remery;2;Margareta;Dronkemol;Gerardus de;Broen;De;Broen;False;True;False;True;False;True;0;1
