0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
57;KB;1696.0;Dirk ten Kate;Johanna Kist;Dirk ten Kate & Johanna Kist;Boeteman;Amsterdam;Middelburg;N. ten Kate;;;;;;;;;;;;;;;;;;;;;;N. ten Kate;1;Johanna;Kist;Dirk ten;Kate;Boeteman;;False;True;False;False;False;True;0;1
58;KB;1696.0;Abraham van der Meersch;Katarina Outerloo;Abraham van der Meersch & Katarina Outerloo;Boeteman;Amsterdam;Middelburg;Catharina van der Meersch;Paschyna van Mazeyk;Martinus Crellius;P. van der Meersch;;;;;;;;;;;;;;;;;;;Catharina van der Meersch, Paschyna van Mazeyk, Martinus Crellius, P. van der Meersch;4;Katarina;Outerloo;Abraham van der;Meersch;Boeteman;;False;True;False;False;False;True;0;2
112;KB;1696.0;Joan van der Helst;Petronella Hobbe;Joan van der Helst & Petronella Hobbe;Boeteman;Amsterdam;Amsterdam;R. Stapel;;;;;;;;;;;;;;;;;;;;;;R. Stapel;1;Petronella;Hobbe;Joan van der;Helst;Boeteman;;False;False;False;False;False;True;0;0
993;KB;1696.0;Johannes van de Ryp;Judith ten Kate;Johannes van de Ryp & Judith ten Kate;Geldorp;Haarlem;Amsterdam;Jacob Storm;;;;;;;;;;;;;;;;;;;;;;Jacob Storm;1;Judith ten;Kate;Johannes van de;Ryp;Geldorp;;False;False;False;False;False;True;0;0
3468;STCN;1696.0;Theodoor ten Kate;Johanna Kist;Theodoor ten Kate & Johanna Kist;Boeteman;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Johanna;Kist;Theodoor ten;Kate;Boeteman;;False;False;False;False;False;True;0;0
95;KB;1697.0;Joannes Boelema;Geertruid van der Lip;Joannes Boelema & Geertruid van der Lip;Boeteman;Amsterdam;Arnhem;J. de Roode;Regnerus de Lover;;;;;;;;;;;;;;;;;;;;;J. de Roode, Regnerus de Lover;2;Geertruid van der;Lip;Joannes;Boelema;Boeteman;;False;False;False;False;False;True;0;0
1241;KB;1697.0;Michiel Elias;Maria Margareta Wiltschut;Michiel Elias & Maria Margareta Wiltschut;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Thomas Arendsz;Abraham Welzing;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Thomas Arendsz, Abraham Welzing;3;Maria Margareta;Wiltschut;Michiel;Elias;Lescailje;;False;False;False;False;True;True;0;0
1311;KB;1697.0;Johannes van der Mersch;Petronella van Oosterwyk;Johannes van der Mersch & Petronella van Oosterwyk;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Gerrit Fortgens;Arent van Gysen;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Gerrit Fortgens, Arent van Gysen;3;Petronella van;Oosterwyk;Johannes van der;Mersch;Lescailje;;False;False;False;False;True;True;0;0
3474;STCN;1697.0;Anthony Timmerman;Agneta van Eyck;Anthony Timmerman & Agneta van Eyck;Boeteman;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Agneta van;Eyck;Anthony;Timmerman;Boeteman;;False;False;False;False;False;True;0;0
1262;KB;1698.0;Gale Gales;Katarina La Clé;Gale Gales & Katarina La Clé;Lescailje;Amsterdam;Amsterdam;Thomas Arendsz;;;;;;;;;;;;;;;;;;;;;;Thomas Arendsz;1;Katarina La;Clé;Gale;Gales;Lescailje;;False;False;False;False;False;True;0;0
1263;KB;1698.0;Jacob Feitama;Sara van Lennep;Jacob Feitama & Sara van Lennep;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Gerrit Fortgens;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Gerrit Fortgens;2;Sara van;Lennep;Jacob;Feitama;Lescailje;;False;False;False;False;True;True;0;0
1264;KB;1698.0;Gerard Reessen;Geertruid van der Keere;Gerard Reessen & Geertruid van der Keere;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Thomas Arendsz;Anthony Bogaert;François de A.W. Kaarsgieter;Pierre Marin;;;;;;;;;;;;;;;;;;Katharina Lescailje, Thomas Arendsz, Anthony Bogaert, François de A.W. Kaarsgieter, Pierre Marin;5;Geertruid van der;Keere;Gerard;Reessen;Lescailje;;False;False;False;False;True;True;0;0
1265;KB;1698.0;Gerard Hilken;Anna Brants;Gerard Hilken & Anna Brants;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Gerrit Fortgens;Jan de Water;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Gerrit Fortgens, Jan de Water;3;Anna;Brants;Gerard;Hilken;Lescailje;;False;False;False;False;True;True;0;0
1266;KB;1698.0;Jan Bruin;Hester Verhammen;Jan Bruin & Hester Verhammen;Lescailje;Amsterdam;Amsterdam;Ludolph Smids;;;;;;;;;;;;;;;;;;;;;;Ludolph Smids;1;Hester;Verhammen;Jan;Bruin;Lescailje;;False;False;False;False;False;True;0;0
1267;KB;1698.0;François Kox;Sara de Stoppelaar;François Kox & Sara de Stoppelaar;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;François de Kaarsgieter;A.W.;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, François de Kaarsgieter, A.W.;3;Sara de;Stoppelaar;François;Kox;Lescailje;;False;False;False;False;True;True;0;0
3607;STCN;1698.0;Jacob Feitama;Sara van Lennep;Jacob Feitama & Sara van Lennep;Lescailje;Amsterdam;;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje;1;Sara van;Lennep;Jacob;Feitama;Lescailje;;False;False;False;False;True;True;0;0
96;KB;1699.0;Arnoud van Haalen;Margareta Rooleeuw;Arnoud van Haalen & Margareta Rooleeuw;Boeteman;Amsterdam;Amsterdam;Eduard Feitama;Isaac Feitama;;;;;;;;;;;;;;;;;;;;;Eduard Feitama, Isaac Feitama;2;Margareta;Rooleeuw;Arnoud van;Haalen;Boeteman;;False;False;False;False;False;True;0;0
1245;KB;1699.0;Matheus de Neufville;Maria de Neufville;Matheus de Neufville & Maria de Neufville;Lescailje;Amsterdam;Rotterdam;François de Kaarsgieter;;;;;;;;;;;;;;;;;;;;;;François de Kaarsgieter;1;Maria de;Neufville;Matheus de;Neufville;Lescailje;;False;False;False;False;False;True;0;0
1268;KB;1699.0;Lieve Geelvinck (1676-1743);Agatha Theodora van Bambeeck;Lieve Geelvinck (1676-1743) & Agatha Theodora van Bambeeck;Lescailje;Amsterdam;Amsterdam;Ludolph Smids;;;;;;;;;;;;;;;;;;;;;;Ludolph Smids;1;Agatha Theodora van;Bambeeck;Lieve Geelvinck;(1676-1743);Lescailje;;False;False;False;False;False;True;0;0
1269;KB;1699.0;Lieve Geelvinck (1676-1743);Agatha Theodora van Bambeeck;Lieve Geelvinck (1676-1743) & Agatha Theodora van Bambeeck;Lescailje;Amsterdam;Rotterdam;Hermannus Angelkot;;;;;;;;;;;;;;;;;;;;;;Hermannus Angelkot;1;Agatha Theodora van;Bambeeck;Lieve Geelvinck;(1676-1743);Lescailje;;False;False;False;False;False;True;0;0
1270;KB;1699.0;Abraham Hoorens;Catharina Linnich;Abraham Hoorens & Catharina Linnich;Lescailje;Amsterdam;Dordrecht;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje;1;Catharina;Linnich;Abraham;Hoorens;Lescailje;;False;False;False;False;True;True;0;0
994;KB;1700.0;Abraham Gryspaard;Susanna de Munnik;Abraham Gryspaard & Susanna de Munnik;Geldorp;Haarlem;Broek in Waterland;Jacob Storm;Kornelis Boon van Engelant;Johannes Wallis;Pieter van Toorenburg;Adriaan van Houten;;Jan Geldorp;;;;;;;;;;;;;;;;Jacob Storm, Kornelis Boon van Engelant, Johannes Wallis, Pieter van Toorenburg, Adriaan van Houten, Jan Geldorp;6;Susanna de;Munnik;Abraham;Gryspaard;Geldorp;;False;False;False;False;True;True;0;0
1271;KB;1700.0;Abraham Verhammen;Catharina de Neufville;Abraham Verhammen & Catharina de Neufville;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Joan Pluimer;Gerrit Fortgens;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Joan Pluimer, Gerrit Fortgens;3;Catharina de;Neufville;Abraham;Verhammen;Lescailje;;False;False;False;False;True;True;0;0
1272;KB;1700.0;Isaac Simkinson;Elizabeth Clifford;Isaac Simkinson & Elizabeth Clifford;Lescailje;Amsterdam;Dordrecht;P.M. D.S.;;;;;;;;;;;;;;;;;;;;;;P.M. D.S.;1;Elizabeth;Clifford;Isaac;Simkinson;Lescailje;;False;False;False;False;False;True;0;0
1273;KB;1700.0;Guillermo Du Try;Cornelia Houtman;Guillermo Du Try & Cornelia Houtman;Lescailje;Amsterdam;Gouda;;;;;;;;;;;;;;;;;;;;;;;;0;Cornelia;Houtman;Guillermo Du;Try;Lescailje;;False;False;False;False;False;True;0;0
1274;KB;1700.0;Adriaan Oets;Maria de Lange;Adriaan Oets & Maria de Lange;Lescailje;Amsterdam;Amsterdam;Ludolph Smids;Jan Goeree;;;;;;;;;;;;;;;;;;;;;Ludolph Smids, Jan Goeree;2;Maria de;Lange;Adriaan;Oets;Lescailje;;False;False;False;False;False;True;0;0
1275;KB;1700.0;Daniel Cornelisz Hoorens;Margareta Blok;Daniel Cornelisz Hoorens & Margareta Blok;Lescailje;Amsterdam;Frankfurt a/d Main;Katharina Lescailje;Jan de Regt;Gerrit Fortgens;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Jan de Regt, Gerrit Fortgens;3;Margareta;Blok;Daniel Cornelisz;Hoorens;Lescailje;;False;False;False;False;True;True;0;0
3605;STCN;1700.0;Abraham Verhamme;Maria Snep;Abraham Verhamme & Maria Snep;Lescailje;Amsterdam;;Joan Pluimer;;;;;;;;;;;;;;;;;;;;;;Joan Pluimer;1;Maria;Snep;Abraham;Verhamme;Lescailje;;False;False;False;False;False;True;0;0
3617;STCN;1700.0;Daniel Hoorens Cornelisz;Margareta Block;Daniel Hoorens Cornelisz & Margareta Block;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Margareta;Block;Daniel Hoorens;Cornelisz;Lescailje;;False;False;False;False;False;True;0;0
497;KB;1701.0;Jan van Halmael;Cornelia de Veer;Jan van Halmael & Cornelia de Veer;Lescailje;Amsterdam;Haarlem;G. van Halmael;Hester van Halmael;J.J. Coppenol Efflant;Jan de Regt;Hendrik van Halmael;Aegidius van Hoven;;;;;;;;;;;;;;;;;G. van Halmael, Hester van Halmael, J.J. Coppenol Efflant, Jan de Regt, Hendrik van Halmael, Aegidius van Hoven;6;Cornelia de;Veer;Jan van;Halmael;Lescailje;;False;True;False;False;False;True;0;3
995;KB;1701.0;Isaac Teyler;Maria van der Hulst;Isaac Teyler & Maria van der Hulst;Geldorp;Haarlem;Broek in Waterland;Kornelis Boon van Engelant;N. Verbeek;Pieter van Toorenburg;Jan van Dalen;;;;;;;;;;;;;;;;;;;Kornelis Boon van Engelant, N. Verbeek, Pieter van Toorenburg, Jan van Dalen;4;Maria van der;Hulst;Isaac;Teyler;Geldorp;;False;False;False;False;False;True;0;0
1276;KB;1701.0;George Hoffham;Geertruida Geelings;George Hoffham & Geertruida Geelings;Lescailje;Amsterdam;Amsterdam;G. van Halmael;;;;;;;;;;;;;;;;;;;;;;G. van Halmael;1;Geertruida;Geelings;George;Hoffham;Lescailje;;False;False;False;False;False;True;0;0
1277;KB;1702.0;Jacob van der Keere;Johanna Verhammen;Jacob van der Keere & Johanna Verhammen;Lescailje;Amsterdam;Den Haag;François de Kaarsgieter;Katharina Lescailje;Ludolph Smids;Jacob Storm;Kornelis Boon van Engelant;Pieter van Toorenburg;;;;;;;;;;;;;;;;;François de Kaarsgieter, Katharina Lescailje, Ludolph Smids, Jacob Storm, Kornelis Boon van Engelant, Pieter van Toorenburg;6;Johanna;Verhammen;Jacob van der;Keere;Lescailje;;False;False;False;False;True;True;0;0
1278;KB;1702.0;Hendrik van Beeck;Debora van Vollenhoven;Hendrik van Beeck & Debora van Vollenhoven;Lescailje;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;0;Debora van;Vollenhoven;Hendrik van;Beeck;Lescailje;;False;False;False;False;False;True;0;0
996;KB;1703.0;Anthony Hoorens;Margareta Geldorp;Anthony Hoorens & Margareta Geldorp;Geldorp;Haarlem;Broek in Waterland;S. van Elsland;Jan Geldorp;;;;;;;;;;;;;;;;;;;;;S. van Elsland, Jan Geldorp;2;Margareta;Geldorp;Anthony;Hoorens;Geldorp;;True;False;True;False;True;True;1;0
1279;KB;1703.0;François van Halmael;Sara de Witt;François van Halmael & Sara de Witt;Lescailje;Amsterdam;Rotterdam;Kornelis Boon van Engelant;Pieter van Toorenburg;H. van Streek;;;;;;;;;;;;;;;;;;;;Kornelis Boon van Engelant, Pieter van Toorenburg, H. van Streek;3;Sara de;Witt;François van;Halmael;Lescailje;;False;False;False;False;False;True;0;0
1456;KB;1703.0;Jacob Dankers;Maria Kennemer;Jacob Dankers & Maria Kennemer;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jacob Voordaag;;;;;;;;;;;;;;;;;;;;;;Jacob Voordaag;1;Maria;Kennemer;Jacob;Dankers;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
1280;KB;1705.0;Dirck Bruininck;Catharina Inses;Dirck Bruininck & Catharina Inses;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Catharina;Inses;Dirck;Bruininck;Lescailje;;False;False;False;False;False;True;0;0
1281;KB;1705.0;Jacob Marchant;Jorina Copyn;Jacob Marchant & Jorina Copyn;Lescailje;Amsterdam;Amsterdam;Cornelis Marchant;Herkules Bouman;A. Grosthuysen;;;;;;;;;;;;;;;;;;;;Cornelis Marchant, Herkules Bouman, A. Grosthuysen;3;Jorina;Copyn;Jacob;Marchant;Lescailje;;False;True;False;False;False;True;0;1
1282;KB;1705.0;Pieter van der Biet;Maria Koning;Pieter van der Biet & Maria Koning;Lescailje;Amsterdam;Middelburg;;;;;;;;;;;;;;;;;;;;;;;;0;Maria;Koning;Pieter van der;Biet;Lescailje;;False;False;False;False;False;True;0;0
1283;KB;1705.0;Abraham (Jr) Verhammen;Johanna Maria Slagregen;Abraham (Jr) Verhammen & Johanna Maria Slagregen;Lescailje;Amsterdam;Schiedam;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje;1;Johanna Maria;Slagregen;Abraham (Jr);Verhammen;Lescailje;;False;False;False;False;True;True;0;0
1284;KB;1705.0;Coenraad Christoffers;Klare Margarete Volkerts;Coenraad Christoffers & Klare Margarete Volkerts;Lescailje;Amsterdam;;Pieter Nuyts;;;;;;;;;;;;;;;;;;;;;;Pieter Nuyts;1;Klare Margarete;Volkerts;Coenraad;Christoffers;Lescailje;;False;False;False;False;False;True;0;0
3757;STCN;1705.0;Pieter Reeland;Eva Govertz;Pieter Reeland & Eva Govertz;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Eva;Govertz;Pieter;Reeland;Johannes van;Oosterwyk;False;False;False;False;False;False;0;0
3844;STCN;1705.0;Gebroeders Brouerius;Gezusters Hermansz.;Gebroeders Brouerius & Gezusters Hermansz.;Goeree;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Gezusters;Hermansz.;Gebroeders;Brouerius;Goeree;;False;False;False;False;False;True;0;0
998;KB;1706.0;Willem van Reesema;Katharina Gryspeert;Willem van Reesema & Katharina Gryspeert;Geldorp;Haarlem;Asperen;Jacob Storm;Lucas Schermer;Petrus Castelein;Evert Visscher;Jan Geldorp;;;;;;;;;;;;;;;;;;Jacob Storm, Lucas Schermer, Petrus Castelein, Evert Visscher, Jan Geldorp;5;Katharina;Gryspeert;Willem van;Reesema;Geldorp;;False;False;False;False;True;True;0;0
999;KB;1706.0;Abraham van den Bergh;Susanna van Arckel;Abraham van den Bergh & Susanna van Arckel;Geldorp;Haarlem;Amsterdam;Lucas Schermer;Jan Geldorp;;;;;;;;;;;;;;;;;;;;;Lucas Schermer, Jan Geldorp;2;Susanna van;Arckel;Abraham van den;Bergh;Geldorp;;False;False;False;False;True;True;0;0
1285;KB;1706.0;Johannes de Haan;Sibilla van de Sand;Johannes de Haan & Sibilla van de Sand;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje;1;Sibilla van de;Sand;Johannes de;Haan;Lescailje;;False;False;False;False;True;True;0;0
1287;KB;1706.0;Jan van Aken;Elizabet Vermeersch;Jan van Aken & Elizabet Vermeersch;Lescailje;Amsterdam;Rotterdam;Hendrik J.V.L. Leeuwschen;Jan Kalckoen;Pieter Vlaming;;;;;;;;;;;;;;;;;;;;Hendrik J.V.L. Leeuwschen, Jan Kalckoen, Pieter Vlaming;3;Elizabet;Vermeersch;Jan van;Aken;Lescailje;;False;False;False;False;False;True;0;0
1288;KB;1706.0;David Slyk;Maria Facett;David Slyk & Maria Facett;Lescailje;Amsterdam;Hoorn;;;;;;;;;;;;;;;;;;;;;;;;0;Maria;Facett;David;Slyk;Lescailje;;False;False;False;False;False;True;0;0
1290;KB;1706.0;Arnold van Oud;Geertruid Haak;Arnold van Oud & Geertruid Haak;Lescailje;Amsterdam;Amsterdam;Hermanus van den Burg;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;;Hermanus van den Burg, Katharina Lescailje;2;Geertruid;Haak;Arnold van;Oud;Lescailje;;False;False;False;False;True;True;0;0
1291;KB;1706.0;Jan Hondius;Elizabeth Visscher;Jan Hondius & Elizabeth Visscher;Lescailje;Amsterdam;Amsterdam;L.C. J.J.O.;Hermanus van den Burg;Katharina Lescailje;;;;;;;;;;;;;;;;;;;;L.C. J.J.O., Hermanus van den Burg, Katharina Lescailje;3;Elizabeth;Visscher;Jan;Hondius;Lescailje;;False;False;False;False;True;True;0;0
3845;STCN;1706.0;Peter Vlaming;Wynanda Calkoen;Peter Vlaming & Wynanda Calkoen;Goeree;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Wynanda;Calkoen;Peter;Vlaming;Goeree;;False;False;False;False;False;True;0;0
1000;KB;1707.0;Dirk Velthaan;Agneta Hakkebort;Dirk Velthaan & Agneta Hakkebort;Geldorp;Haarlem;;Lucas Schermer;Jan Geldorp;;;;;;;;;;;;;;;;;;;;;Lucas Schermer, Jan Geldorp;2;Agneta;Hakkebort;Dirk;Velthaan;Geldorp;;False;False;False;False;True;True;0;0
1001;KB;1707.0;Jan Popta;Susanna Hakkebort;Jan Popta & Susanna Hakkebort;Geldorp;Haarlem;;Lucas Schermer;Jan Geldorp;;;;;;;;;;;;;;;;;;;;;Lucas Schermer, Jan Geldorp;2;Susanna;Hakkebort;Jan;Popta;Geldorp;;False;False;False;False;True;True;0;0
1002;KB;1707.0;Coenraad van Vollenhoven;Susanna van Diepenbroek;Coenraad van Vollenhoven & Susanna van Diepenbroek;Geldorp;Haarlem;Rotterdam;Coenraad van Diepenbroek;;;;;;;;;;;;;;;;;;;;;;Coenraad van Diepenbroek;1;Susanna van;Diepenbroek;Coenraad van;Vollenhoven;Geldorp;;True;False;False;False;False;True;1;0
1013;KB;1707.0;Dirk Makreel;Margareta van Veen;Dirk Makreel & Margareta van Veen;Goeree;Amsterdam;Den Haag;;;;;;;;;;;;;;;;;;;;;;;;0;Margareta van;Veen;Dirk;Makreel;Goeree;;False;False;False;False;False;True;0;0
1015;KB;1707.0;Jan Swart;Sara van Heule;Jan Swart & Sara van Heule;Goeree;Amsterdam;Gouda;Jan Goeree;;;;;;;;;;;;;;;;;;;;;;Jan Goeree;1;Sara van;Heule;Jan;Swart;Goeree;;False;False;False;False;True;True;0;0
1292;KB;1707.0;Joannes Bontekoning;Cornelia Ubbenius;Joannes Bontekoning & Cornelia Ubbenius;Lescailje;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;0;Cornelia;Ubbenius;Joannes;Bontekoning;Lescailje;;False;False;False;False;False;True;0;0
1293;KB;1707.0;Pieter van der Heyden;Joanna Berveling;Pieter van der Heyden & Joanna Berveling;Lescailje;Amsterdam;Utrecht;Hermanus Berveling;H. van der Heyden;L. Kramp;Lambert van den Broek;;;;;;;;;;;;;;;;;;;Hermanus Berveling, H. van der Heyden, L. Kramp, Lambert van den Broek;4;Joanna;Berveling;Pieter van der;Heyden;Lescailje;;True;True;False;False;False;True;1;1
1294;KB;1707.0;Michiel Blok;Maria van Beeck;Michiel Blok & Maria van Beeck;Lescailje;Amsterdam;Middelburg;Katharina Lescailje;Lucas Schermer;A.W.;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Lucas Schermer, A.W.;3;Maria van;Beeck;Michiel;Blok;Lescailje;;False;False;False;False;True;True;0;0
1296;KB;1707.0;George Clifford;Johanna Bouwens;George Clifford & Johanna Bouwens;Lescailje;Amsterdam;Amsterdam;Jacob Storm;;;;;;;;;;;;;;;;;;;;;;Jacob Storm;1;Johanna;Bouwens;George;Clifford;Lescailje;;False;False;False;False;False;True;0;0
1297;KB;1707.0;Ambrosius Gosche;Anna van Oudshoorn;Ambrosius Gosche & Anna van Oudshoorn;Lescailje;Amsterdam;Amsterdam;Pieter Delcourt;Siward Haverkamp;;;;;;;;;;;;;;;;;;;;;Pieter Delcourt, Siward Haverkamp;2;Anna van;Oudshoorn;Ambrosius;Gosche;Lescailje;;False;False;False;False;False;True;0;0
1298;KB;1707.0;Andries Dorp;Adriana Styvers;Andries Dorp & Adriana Styvers;Lescailje;Amsterdam;Amsterdam;Hermanus van den Burg;;;;;;;;;;;;;;;;;;;;;;Hermanus van den Burg;1;Adriana;Styvers;Andries;Dorp;Lescailje;;False;False;False;False;False;True;0;0
1299;KB;1707.0;Abraham van Heule;Aemilia Perling;Abraham van Heule & Aemilia Perling;Lescailje;Amsterdam;Rotterdam;Katharina Lescailje;Joan Pluimer;;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Joan Pluimer;2;Aemilia;Perling;Abraham van;Heule;Lescailje;;False;False;False;False;True;True;0;0
504;KB;1708.0;Jacob Verbeek;Maria van Raat;Jacob Verbeek & Maria van Raat;Goeree;Amsterdam;;Adriaan Spinniker;Jan Geldorp;J.B.;;;;;;;;;;;;;;;;;;;;Adriaan Spinniker, Jan Geldorp, J.B.;3;Maria van;Raat;Jacob;Verbeek;Goeree;;False;False;False;False;False;True;0;0
1003;KB;1708.0;Jan Egels;Maria Snep;Jan Egels & Maria Snep;Geldorp;Haarlem;Amsterdam;Lucas Schermer;Jan Geldorp;;;;;;;;;;;;;;;;;;;;;Lucas Schermer, Jan Geldorp;2;Maria;Snep;Jan;Egels;Geldorp;;False;False;False;False;True;True;0;0
1016;KB;1708.0;Johannes Hol;Margareta van Westerhoven;Johannes Hol & Margareta van Westerhoven;Goeree;Amsterdam;Utrecht;Pieter Vlaming;Jan van Westerhoven;J.B.;;;;;;;;;;;;;;;;;;;;Pieter Vlaming, Jan van Westerhoven, J.B.;3;Margareta van;Westerhoven;Johannes;Hol;Goeree;;True;False;False;False;False;True;1;0
1302;KB;1708.0;David Mattheus de Neufville;Jacoba van Gelder;David Mattheus de Neufville & Jacoba van Gelder;Lescailje;Amsterdam;;Daniel Rutgers;;;;;;;;;;;;;;;;;;;;;;Daniel Rutgers;1;Jacoba van;Gelder;David Mattheus de;Neufville;Lescailje;;False;False;False;False;False;True;0;0
1305;KB;1708.0;Cornelis Marchant;Christina Uilenberg;Cornelis Marchant & Christina Uilenberg;Lescailje;Amsterdam;;Katharina Lescailje;Hermanus van den Burg;Jacob Voordaag;Pieter Vlaming;Joannes Houbakker;;;;;;;;;;;;;;;;;;Katharina Lescailje, Hermanus van den Burg, Jacob Voordaag, Pieter Vlaming, Joannes Houbakker;5;Christina;Uilenberg;Cornelis;Marchant;Lescailje;;False;False;False;False;True;True;0;0
3611;STCN;1708.0;Jan Nieuwkerk;Sara Boursse;Jan Nieuwkerk & Sara Boursse;Lescailje;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Sara;Boursse;Jan;Nieuwkerk;Lescailje;;False;False;False;False;False;True;0;0
1004;KB;1709.0;Jan van Pomeren;Hendrina Gryspeert;Jan van Pomeren & Hendrina Gryspeert;Geldorp;Haarlem;;Evert Visscher;D. Bronsveldt;Jan Geldorp;;;;;;;;;;;;;;;;;;;;Evert Visscher, D. Bronsveldt, Jan Geldorp;3;Hendrina;Gryspeert;Jan van;Pomeren;Geldorp;;False;False;False;False;True;True;0;0
3551;STCN;1709.0;Hendrik Haye;Cathalina Veldhaan;Hendrik Haye & Cathalina Veldhaan;Hendrik van de Gaete;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;0;Cathalina;Veldhaan;Hendrik;Haye;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
1307;KB;1710.0;Hendrik van Speek;Catharina van Oosten;Hendrik van Speek & Catharina van Oosten;Lescailje;Amsterdam;Amsterdam;Pieter Delcourt;Jacob Voordaag;Matthaeus Brouërius van Nidek;;;;;;;;;;;;;;;;;;;;Pieter Delcourt, Jacob Voordaag, Matthaeus Brouërius van Nidek;3;Catharina van;Oosten;Hendrik van;Speek;Lescailje;;False;False;False;False;False;True;0;0
1309;KB;1710.0;Nicolaas Asschenbergh;Sophia Hartgers;Nicolaas Asschenbergh & Sophia Hartgers;Lescailje;Amsterdam;;Dionys Oortman;;;;;;;;;;;;;;;;;;;;;;Dionys Oortman;1;Sophia;Hartgers;Nicolaas;Asschenbergh;Lescailje;;False;False;False;False;False;True;0;0
787;KB;1711.0;Koenraed van Schellebeeck;Anna Magdalena Lund;Koenraed van Schellebeeck & Anna Magdalena Lund;Boeteman;Amsterdam;Amsterdam;Gilbert de Flines;;;;;;;;;;;;;;;;;;;;;;Gilbert de Flines;1;Anna Magdalena;Lund;Koenraed van;Schellebeeck;Boeteman;;False;False;False;False;False;True;0;0
940;KB;1711.0;Lourens Wiegersma;Anna Lutsekerk;Lourens Wiegersma & Anna Lutsekerk;Hendrik van de Gaete;Amsterdam;;J.H. J.T. J.W.;Isaac Thomasz Delcourt;W. Sknilletjes;J. Wesselink;;;;;;;;;;;;;;;;;;;J.H. J.T. J.W., Isaac Thomasz Delcourt, W. Sknilletjes, J. Wesselink;4;Anna;Lutsekerk;Lourens;Wiegersma;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
942;KB;1711.0;Nicolaas van Veen;Anna Asschenberg;Nicolaas van Veen & Anna Asschenberg;Hendrik van de Gaete;Amsterdam;;Dionys Oortman;;;;;;;;;;;;;;;;;;;;;;Dionys Oortman;1;Anna;Asschenberg;Nicolaas van;Veen;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
439;KB;1712.0;Jan Hinlopen;Johanna van Goor;Jan Hinlopen & Johanna van Goor;Lescailje;Amsterdam;Amsterdam;Joannes Bogaert;;;;;;;;;;;;;;;;;;;;;;Joannes Bogaert;1;Johanna van;Goor;Jan;Hinlopen;Lescailje;;False;False;False;False;False;True;0;0
